Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Value,Standard Units,pChEMBL Value,Value
CHEMBL182431,,451.54,0,4.86,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4F)CC3)CC2)c2ccc3c(c21)OCCO3,480,nM,6.32,480
CHEMBL362298,,487.52,1,5.7,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4C(F)(F)F)CC3)CC2)c2ccc3c(c21)OCO3,180,nM,6.75,180
CHEMBL362143,,501.55,2,5.74,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4C(F)(F)F)CC3)CC2)c2ccc3c(c21)OCCO3,510,nM,6.29,510
CHEMBL259209,MILNACIPRAN,246.35,0,1.77,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,100,nM,7,100
CHEMBL814,FLUVOXAMINE,318.34,0,3.2,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,3.8,nM,8.42,3.8
CHEMBL3916301,,394,1,5.74,CCC(NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C(=O)OCC(C)C,415,nM,6.38,415
CHEMBL3817934,,274.41,0,2.34,Cc1ccccc1CN(C1CCOCC1)C1CCNC1,29,nM,7.54,29
CHEMBL2012105,,325.41,0,3.52,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(-c3cccn3C)cc1)O2,566,nM,6.25,566
CHEMBL2012111,,302.39,0,3.73,COC(=O)[C@@H]1C2CCC(C[C@H]1c1cc3ccccc3s1)O2,10,nM,8,10
CHEMBL185395,,467.99,1,5.37,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Cl)CC3)CC2)c2ccc3c(c21)OCCO3,100,nM,7,100
CHEMBL2096876,,291.44,0,4.73,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccccc2)N3C)cc1,11000,nM,4.96,11000
CHEMBL2096875,,291.44,0,4.73,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccccc2)N3C)cc1,16000,nM,4.8,16000
CHEMBL224771,,291.44,0,4.73,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccccc2)N3C)cc1,1100,nM,5.96,1100
CHEMBL387758,,291.44,0,4.73,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,45000,nM,4.35,45000
CHEMBL1683889,,269.79,0,4.24,CN(C)CC1(c2ccc(F)c(Cl)c2)CCCCC1,31,nM,7.51,31
CHEMBL180672,,408.93,0,4.72,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,2,nM,8.7,0.002
CHEMBL1762478,,289.21,0,2.98,CCC(CCNC)Oc1cc(Cl)ccc1C#N.Cl,44000,nM,4.36,44
CHEMBL41,FLUOXETINE,309.33,0,4.44,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,3.58,nM,8.45,3.58
CHEMBL312037,,273.38,0,2.73,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,240,nM,6.62,240
CHEMBL370805,COCAINE,303.36,0,1.87,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1050,nM,5.98,1050
CHEMBL197913,,275.4,0,4.6,CN1C2C=C(c3cccc(-c4ccccc4)c3)CC1CC2,670,nM,6.17,670
CHEMBL199598,,384.32,0,4.55,CN1C2CCC1CC(O)(C1c3ccccc3-c3ccc(Br)cc31)C2,2570,nM,5.59,2570
CHEMBL151420,,529.62,2,5.37,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OCCF)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,900,nM,6.05,900
CHEMBL180899,,452.5,1,5.28,Oc1nc2cc3c(cc2c2c1[C@@H](N1CCC(Cc4cc(F)ccc4F)CC1)CCC2)OCO3,5,nM,8.3,5
CHEMBL198045,,327.44,0,4.43,COc1cccc2c1CCCC2CN(C)CCc1cccc(F)c1,160,nM,6.8,160
CHEMBL1762479,,394.79,0,3.82,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1.O=C(O)C(=O)O,4400,nM,5.36,4.4
CHEMBL1201203,BENZTROPINE,307.44,0,4.42,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,24100,nM,4.62,24100
CHEMBL310650,,401.45,0,4.1,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,3530,nM,5.45,3530
CHEMBL462387,,282.17,0,4.51,CNCc1ccc(Cl)cc1Oc1ccc(Cl)cc1,9.2,nM,8.04,9.2
CHEMBL462226,,282.17,0,4.51,CNCc1cc(Cl)ccc1Oc1ccc(Cl)cc1,7.49,nM,8.13,7.49
CHEMBL370805,COCAINE,303.36,0,1.87,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,304,nM,6.52,304
CHEMBL401347,,250.34,0,3.38,CN(C)CC1CC1c1cccc2cc(C#N)ccc12,4.1,nM,8.39,4.1
CHEMBL251377,,215.3,0,2.23,CN(C)CC1CC1c1c[nH]c2ncccc12,410,nM,6.39,410
CHEMBL249958,,214.31,0,2.83,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccccc12,99,nM,7,99
CHEMBL511099,BICIFADINE,173.26,0,1.86,Cc1ccc(C23CNCC2C3)cc1,117,nM,6.93,117
CHEMBL332491,O-1339,728.95,None,None,,120,nM,6.92,120
CHEMBL3126960,,417.39,1,5.69,N[C@H]1CC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,4.7,nM,8.33,4.7
CHEMBL259209,MILNACIPRAN,246.35,0,1.77,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,420,nM,6.38,420
CHEMBL365183,,277.84,0,4.42,CN(C)CC1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,270,nM,6.57,270
CHEMBL184910,,546.41,1,4.15,O=C1O[C@]2(CC[C@@H](N3CCN(Cc4ccccc4I)CC3)CC2)c2ccc3c(c21)OCO3,48,nM,7.32,48
CHEMBL362363,,560.43,1,4.19,O=C1O[C@]2(CC[C@@H](N3CCN(Cc4ccccc4I)CC3)CC2)c2ccc3c(c21)OCCO3,54,nM,7.27,54
CHEMBL185540,,498.42,1,5.44,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Br)CC3)CC2)c2ccc3c(c21)OCO3,45,nM,7.35,45
CHEMBL169429,,313.18,0,3.87,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1O2,1900,nM,5.72,1.9
CHEMBL236902,,445.52,0,3.76,C[C@H]1CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1C(=O)OCc1ccccc1,1680,nM,5.78,1.68
CHEMBL410622,,349.43,0,1.61,NCC(=O)NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,77,nM,7.11,77
CHEMBL256019,,260.34,0,0.76,NCC1CC1(C(=O)N1CCOCC1)c1ccccc1,1700,nM,5.77,1700
CHEMBL256447,,244.34,0,1.53,NCC1C[C@@]1(C(=O)N1CCCC1)c1ccccc1,3100,nM,5.51,3100
CHEMBL641,ATOMOXETINE,255.36,0,3.72,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,190,nM,6.72,190
CHEMBL402116,,249.35,0,2.64,CNC[C@H]1CCCC[C@]1(OC)c1cccc(O)c1,6922,nM,5.16,6922
CHEMBL3126959,,514.55,2,6.37,CN1CCN(C2CCC(COCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)(c3ccccc3)CC2)CC1,520,nM,6.28,520
CHEMBL1232461,MOLIBRESIB,423.9,0,3.66,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,63000,nM,4.2,63
CHEMBL119728,2beta-carboxylic acid methoxymethylamide-3beta-(4-fluorophenyl)-8-methyl-8-azabicyclo [3.2.1] octane,725.93,None,None,,3260,nM,5.49,3260
CHEMBL408016,,330.43,0,1.93,CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,540,nM,6.27,540
CHEMBL11,IMIPRAMINE,280.42,0,3.88,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.1,nM,8.39,4.1
CHEMBL1173532,GSK1360707,286.2,0,3.26,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,9.2,nM,8.04,9.2
CHEMBL256667,,306.41,0,2.36,NCC1CC1(C(=O)C1NCCc2ccccc21)c1ccccc1,8.3,nM,8.08,8.3
CHEMBL415098,,306.41,0,2.88,NCC1CC1(C(=O)N1CCCc2ccccc21)c1ccccc1,100,nM,7,100
CHEMBL184571,,468.54,1,5.57,COc1cc2nc(O)c3c(c2cc1OC)CCC[C@@H]3N1CCC(Cc2cc(F)ccc2F)CC1,5.5,nM,8.26,5.5
CHEMBL380056,,412.62,1,5.37,CN1CCCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,380,nM,6.42,380
CHEMBL427904,,316.4,0,1.71,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,65,nM,7.19,65
CHEMBL259694,,314.39,0,1.83,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,58,nM,7.24,58
CHEMBL405728,,286.42,0,2.26,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCC3)C[C@H]1CN,480,nM,6.32,480
CHEMBL2204341,,293.48,None,None,COc1ccc(C(CN(C)C)[Si]2(O)CCCCC2)cc1,1063,nM,5.97,1.063
CHEMBL252720,(S)-VENLAFAXINE,277.41,0,3.04,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,7,nM,8.15,0.007
CHEMBL637,VENLAFAXINE,277.41,0,3.04,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,20,nM,7.7,0.02
CHEMBL472389,,231.27,0,3.34,CNCc1cc(F)ccc1Oc1ccccc1,381,nM,6.42,381
CHEMBL451178,,353.25,0,3.88,CN(C)Cc1cc(CC(N)=O)ccc1Oc1ccc(Cl)c(Cl)c1,2.43,nM,8.61,2.43
CHEMBL487221,,296.2,1,5.07,CNC(C)c1ccccc1Oc1ccc(Cl)c(Cl)c1,23,nM,7.64,23
CHEMBL487222,,261.75,0,4.41,CNC(C)c1ccccc1Oc1ccc(Cl)cc1,56.8,nM,7.25,56.8
CHEMBL454656,,307.37,1,5,CNCc1cc(F)ccc1Oc1ccc(-c2ccccc2)cc1,28.9,nM,7.54,28.9
CHEMBL527094,,326.22,1,5.07,CNC(C)c1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,41.2,nM,7.38,41.2
CHEMBL507075,,315.72,0,4.87,CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)cc1,31.1,nM,7.51,31.1
CHEMBL449542,,310.22,1,5.07,CCc1cc(Oc2cc(Cl)ccc2CNC)ccc1Cl,20.7,nM,7.68,20.7
CHEMBL451330,,296.2,0,4.81,CNCc1ccc(Cl)cc1Oc1ccc(C)c(Cl)c1,4.19,nM,8.38,4.19
CHEMBL449048,,282.17,0,4.51,CNCc1ccc(Cl)cc1Oc1cccc(Cl)c1,77.5,nM,7.11,77.5
CHEMBL427215,,293.48,None,None,COc1ccc([C@H](CN(C)C)[Si]2(O)CCCCC2)cc1,3168,nM,5.5,3.168
CHEMBL2298806,,356.47,0,4.08,c1ccc2c(N3CCN(CCc4ccc5[nH]cnc5c4)CC3)cccc2c1,1760,nM,5.75,1.76
CHEMBL409715,,336.39,0,2.22,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc21)c1ccc2c(c1)OCO2,28,nM,7.55,28
CHEMBL406789,,302.37,0,1.67,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,150,nM,6.82,150
CHEMBL255303,,302.44,0,2.99,CCN(CC)C(=O)[C@@]1(c2ccc3sccc3c2)C[C@H]1CN,1100,nM,5.96,1100
CHEMBL257550,,368.48,0,3.89,NCC1C(c2ccccc2)C1(C(=O)N1CCc2ccccc21)c1ccccc1,560,nM,6.25,560
CHEMBL257549,,334.46,0,3.33,C=CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1c1ccccc1,3400,nM,5.47,3400
CHEMBL50858,,307.82,0,3.39,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)c(C)c1)N2C,1,nM,9,1
CHEMBL487223,,300.16,0,4.64,CNCc1ccc(F)cc1Oc1ccc(Cl)c(Cl)c1,36,nM,7.44,36
CHEMBL529660,,312.2,0,4.51,CNCc1cc(OC)ccc1Oc1ccc(Cl)c(Cl)c1,3.77,nM,8.42,3.77
CHEMBL455424,,375.28,0,3.41,CNCc1cc(S(=O)(=O)NC)ccc1Oc1ccc(Cl)c(Cl)c1,9.35,nM,8.03,9.35
CHEMBL453631,,310.22,1,5.37,CNC(C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1,39.6,nM,7.4,39.6
CHEMBL256371,,263.38,0,2.95,CNC[C@H]1CCCC[C@]1(OC)c1cccc(OC)c1,3172,nM,5.5,3172
CHEMBL438627,,269.42,0,2.63,[2H]C([2H])([2H])N(C[C@H]1CCCC[C@]1(O)c1cccc(OC)c1)C([2H])([2H])[2H],3100,nM,5.51,3100
CHEMBL201531,,266.4,0,2.63,[2H]C([2H])([2H])Oc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,1900,nM,5.72,1900
CHEMBL258451,,344.39,0,1.62,C#CCN(CC(=C)F)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,54,nM,7.27,54
CHEMBL272285,,272.39,0,2.31,NCC1CC1(C(=O)N1CCCCCC1)c1ccccc1,640,nM,6.19,640
CHEMBL269798,,280.37,0,2.22,NCC1CC1(C(=O)NCc1ccccc1)c1ccccc1,3200,nM,5.5,3200
CHEMBL256021,,334.46,0,2.02,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCC(OC)OC,1100,nM,5.96,1100
CHEMBL256163,,263.38,0,2.95,CNC[C@@H]1CCCC[C@@]1(OC)c1cccc(OC)c1,3378,nM,5.47,3378
CHEMBL255196,,272.39,0,3.15,CO[C@]1(c2cccc(C#N)c2)CCCC[C@@H]1CN(C)C,6236,nM,5.21,6236
CHEMBL272063,,277.41,0,3.38,CCO[C@]1(c2cccc(O)c2)CCCC[C@@H]1CN(C)C,1424,nM,5.85,1424
CHEMBL403388,,291.44,0,3.68,CCO[C@]1(c2cccc(OC)c2)CCCC[C@@H]1CN(C)C,181,nM,6.74,181
CHEMBL332834,O-1185,726.94,None,None,,964,nM,6.02,964
CHEMBL485540,,428.54,0,3.82,CC1CN(c2ccc3ccccc3n2)CCN1CCCCN1C(=O)c2ccccc2C1=O,8,nM,8.1,8
CHEMBL520024,,414.51,0,3.43,CC1CN(c2ccc3ccccc3n2)CCN1CCCN1C(=O)c2ccccc2C1=O,80,nM,7.1,80
CHEMBL485541,,394.52,0,3.06,CC1CN(c2ccc3ccccc3n2)CCN1CCCCN1C(=O)CCCC1=O,50,nM,7.3,50
CHEMBL249161,,231.36,0,3.57,CN(C)CC1CC1c1csc2ccccc12,55,nM,7.26,55
CHEMBL361949,,220.29,0,2.8,CN(C)CCCc1c[nH]c2ccc(F)cc12,4,nM,8.4,4
CHEMBL1175,DULOXETINE,297.42,0,4.63,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,6.6,nM,8.18,6.6
CHEMBL1237044,TRAMADOL,263.38,0,2.63,COc1cccc(C2(O)CCCCC2CN(C)C)c1,1493,nM,5.83,1493
CHEMBL407563,,249.35,0,2.64,CNC[C@@H]1CCCC[C@@]1(OC)c1cccc(O)c1,1052,nM,5.98,1052
CHEMBL249951,,225.34,0,3.5,CN(C)CC1CC1c1ccc2ccccc2c1,8.6,nM,8.07,8.6
CHEMBL1162965,,239.32,0,2.7,CN(C)CC1CC1c1c[nH]c2ccc(C#N)cc12,1.1,nM,8.96,1.1
CHEMBL2364614,LIAFENSINE,366.47,0,4.46,CN1Cc2cc(-c3ccc(N)nn3)ccc2[C@H](c2ccc3ccccc3c2)C1,1.1,nM,8.96,1.1
CHEMBL4227980,,292.21,0,4.92,N[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,14,nM,7.85,14
CHEMBL4228353,,228.12,0,2.85,Clc1ccc([C@@]23CNCC2C3)cc1Cl,13,nM,7.89,13
CHEMBL4226593,,302.25,0,3.78,CNC[C@]1(c2ccc(Cl)c(Cl)c2)CC[C@](C)(O)CC1,210,nM,6.68,210
CHEMBL5078078,,460.43,1,5.22,CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,310,nM,6.51,0.31
CHEMBL2012082,,310.35,0,3.82,COC(=O)C1=C(c2cccc(-c3ccco3)c2)CC2CCC1O2,710,nM,6.15,710
CHEMBL2012101,,328.43,0,4.24,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3cccs3)cc1)O2,35,nM,7.46,35
CHEMBL2012117,,312.37,0,3.77,COC(=O)[C@H]1C2CCC(C[C@H]1c1ccc(-c3ccccc3)o1)O2,640,nM,6.19,640
CHEMBL258336,,247.38,0,3.28,CO[C@]1(c2ccccc2)CCCC[C@@H]1CN(C)C,2955,nM,5.53,2955
CHEMBL402116,,249.35,0,2.64,CNC[C@H]1CCCC[C@]1(OC)c1cccc(O)c1,5263,nM,5.28,5263
CHEMBL404197,,317.47,0,4.07,COc1cccc([C@@]2(OCC3CC3)CCCC[C@@H]2CN(C)C)c1,25,nM,7.6,25
CHEMBL260440,,292.38,0,2.49,NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,13,nM,7.89,13
CHEMBL256020,,258.37,0,1.92,NCC1CC1(C(=O)N1CCCCC1)c1ccccc1,1200,nM,5.92,1200
CHEMBL404474,,294.4,0,2.96,CCN(C(=O)C1(c2ccccc2)CC1CN)c1ccccc1,4400,nM,5.36,4400
CHEMBL269799,,232.33,0,1.38,CCN(C)C(=O)C1(c2ccccc2)CC1CN,830,nM,6.08,830
CHEMBL270569,,325.46,0,2.93,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ccc[nH]1,4400,nM,5.36,4400
CHEMBL463585,,242.37,0,3.59,CCCCC1(c2ccc3[nH]ccc3c2)CCNC1,16,nM,7.8,16
CHEMBL4644391,,432.55,0,3.18,N#Cc1ccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n2c1,341.6,nM,6.47,341.6
CHEMBL5438420,,472.54,0,4.92,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ncc(-c5ccc(F)cc5F)cn4)CC3)c2c1,0.58,nM,9.24,0.58
CHEMBL250962,,253.39,0,4.29,CCN(CC)CC1CC1c1ccc2ccccc2c1,550,nM,6.26,550
CHEMBL249328,,326.44,0,4.95,CN(Cc1ccccc1)CC1CC1c1cccc2cc(C#N)ccc12,16,nM,7.8,16
CHEMBL399947,,211.31,0,3.16,CNCC1CC1c1cccc2ccccc12,89,nM,7.05,89
CHEMBL362716,,530.43,2,5.62,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4Br)CC3)CC2)c2ccc3c(c21)OCCO3,77,nM,7.11,77
CHEMBL363320,,512.44,2,5.48,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Br)CC3)CC2)c2ccc3c(c21)OCCO3,73,nM,7.14,73
CHEMBL360790,,516.41,2,5.58,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4Br)CC3)CC2)c2ccc3c(c21)OCO3,82,nM,7.09,82
CHEMBL443762,,561.66,1,4.36,Cc1nnc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OS(C)(=O)=O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)o1,3800,nM,5.42,3800
CHEMBL4579120,,634.86,2,6.18,CC(C)CCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2[C@H]2Cn3cc(nn3)COCCCCCCN(CCc3ccc4ccccc4c3)CC[C@H]1O2,7400,nM,5.13,7.4
CHEMBL363510,,278.35,0,3.42,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1S2,28000,nM,4.55,28
CHEMBL371726,,238.33,0,3.42,CN1C2C=C(c3c[nH]c4ccccc34)CC1CC2,72.6,nM,7.14,72.6
CHEMBL381045,,287.41,0,4.51,CN1C2C=C(c3ccc4c(c3)Cc3ccccc3-4)CC1CC2,14.5,nM,7.84,14.5
CHEMBL200473,,293.41,0,3.8,CN1C2CCC1CC(O)(c1ccccc1-c1ccccc1)C2,2520,nM,5.6,2520
CHEMBL2079586,,277.34,0,2.57,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,160,nM,6.8,160
CHEMBL4638599,,407.54,0,3.31,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccccn12,536.9,nM,6.27,536.9
CHEMBL3819249,,304.43,0,2.35,COc1cccc(CN(C2CCOCC2)C2CCNC2)c1C,11,nM,7.96,11
CHEMBL3818349,,346.37,0,3.19,Fc1cccc(CN(C2CCOCC2)C2CCNC2)c1C(F)(F)F,24,nM,7.62,24
CHEMBL357321,,413.52,1,5.31,COc1cccc2c1O[C@@H](CN1C3C=C(c4ccc5ccccc5c4)CC1CC3)CO2,767,nM,6.12,767
CHEMBL248917,,236.32,0,3.03,CNCC1CC1c1cccc2cc(C#N)ccc12,17,nM,7.77,17
CHEMBL3609749,,514.48,1,4.67,COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,13,nM,7.89,13
CHEMBL402999,,276.38,0,1.4,CCN(CCOC)C(=O)C1(c2ccccc2)CC1CN,1300,nM,5.89,1300
CHEMBL272533,,277.41,0,3.29,COc1cccc([C@@]2(OC)CCCC[C@@H]2CN(C)C)c1,927,nM,6.03,927
CHEMBL2096877,,305.47,1,5.04,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(C)cc2)N3C)cc1,1010,nM,6,1010
CHEMBL4644352,,425.53,0,3.45,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cccn12,303.8,nM,6.52,303.8
CHEMBL5431204,,479.59,0,3.74,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ncc(-c5cccc(C(N)=O)c5)cn4)CC3)c2c1,0.35,nM,9.46,0.35
CHEMBL536352,,550.82,2,9.38,CCC(C)C(=O)[C@]12C(=O)[C@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C(=O)C(CC=C(C)C)=C2O,2000,nM,5.7,2
CHEMBL2012100,,312.37,0,3.77,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3ccco3)cc1)O2,32,nM,7.5,32
CHEMBL2012112,,302.39,0,3.73,COC(=O)[C@H]1C2CCC(C[C@@H]1c1cc3ccccc3s1)O2,79,nM,7.1,79
CHEMBL5269984,,387.44,0,3.77,CCN(C)C(=O)Oc1ccc(C(CCOc2ccc([N+](=O)[O-])cc2)NC)cc1,42,nM,7.38,42
CHEMBL2112075,,445.39,0,4.72,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,2,nM,8.7,0.002
CHEMBL147503,,457.58,0,3.96,COc1ccc(NC(=O)c2ccc(-c3ccc(C(=N)N)cc3C)cc2)cc1N1CCN(C)CC1,407,nM,6.39,407
CHEMBL2012078,,310.35,0,3.82,COC(=O)C1=C(c2ccc(-c3ccco3)cc2)CC2CCC1O2,248,nM,6.61,248
CHEMBL5265846,,439.51,0,4.9,CCN(C)C(=O)Oc1ccc2c(c1)C=CC(C)N(C)C2CCOc1ccc([N+](=O)[O-])cc1,6,nM,8.22,6
CHEMBL119561,O-1186,696.88,None,None,,1300,nM,5.89,1300
CHEMBL326945,Rhenium complex,692.9,None,None,,2100,nM,5.68,2100
CHEMBL1204009,,511.06,0,4.56,CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(C#N)c1.Cl,78,nM,7.11,0.078
CHEMBL4225251,,288.22,0,3.51,C[C@]1(O)CC[C@](CN)(c2ccc(Cl)c(Cl)c2)CC1,1187,nM,5.93,1187
CHEMBL4227511,,228.12,0,2.85,Clc1ccc([C@]23CNCC2C3)cc1Cl,12,nM,7.92,12
CHEMBL410015,,356.45,0,2.28,NC[C@@H]1C[C@@]1(C(=O)N1CCc2sccc2C1)c1ccc2c(c1)OCO2,14,nM,7.85,14
CHEMBL486278,,385.46,0,2.22,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,61,nM,7.21,0.061
CHEMBL439849,VILAZODONE,441.54,0,4.03,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0.48,nM,9.32,0.48
CHEMBL3612833,,386.54,0,4.91,O=C(NCCCN1CCC(Cc2ccccc2)CC1)c1ccc2ccccc2c1,100,nM,7,0.1
CHEMBL4073400,,421.53,1,6.03,Fc1ccc(C(OCCN2CCC(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,1670,nM,5.78,1.67
CHEMBL570593,,446.55,0,4.08,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(=O)O)cc1C#N,23,nM,7.64,0.023
CHEMBL3940791,,337.89,0,4.63,CCC(NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C(=O)O,140,nM,6.85,140
CHEMBL1934127,,458.01,1,6.09,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccc(Cl)cc5c4c3)CC2)c2ccccc21,100,nM,7,0.1
CHEMBL11,IMIPRAMINE,280.42,0,3.88,CN(C)CCCN1c2ccccc2CCc2ccccc21,29,nM,7.54,29
CHEMBL4204665,,367.49,0,3.11,COc1ccccc1N1CCN(CCCN2CCOc3ccccc32)CC1,195.02,nM,6.71,195.02
CHEMBL2204341,,293.48,None,None,COc1ccc(C(CN(C)C)[Si]2(O)CCCCC2)cc1,1063,nM,5.97,1.063
CHEMBL252720,(S)-VENLAFAXINE,277.41,0,3.04,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,20,nM,7.7,0.02
CHEMBL4301645,,216.33,0,1.88,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,2000,nM,5.7,2
CHEMBL3786182,GSK2879552,364.49,0,3.74,O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1,80000,nM,4.1,80
CHEMBL332491,O-1339,728.95,None,None,,58.9,nM,7.23,58.9
CHEMBL1945780,,328.24,0,3.73,COC(=O)[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,2,nM,8.7,2
CHEMBL4226362,,316.27,0,4.12,CN(C)C[C@]1(c2ccc(Cl)c(Cl)c2)CC[C@@](C)(O)CC1,34,nM,7.47,34
CHEMBL4227830,,297.44,0,3.96,CN(C)C[C@]1(c2ccc3ccccc3c2)CC[C@](C)(O)CC1,7,nM,8.15,7
CHEMBL4639128,GSK778,511.63,2,5.6,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,39810.72,nM,4.4,4.4
